cnae_classe;regiao_governo;saldo
Obras de terraplenagem;Botucatu;    15
Obras de terraplenagem;Bragança Paulista;    20
Obras de terraplenagem;Campinas;    -4
Obras de terraplenagem;Caraguatatuba;    48
Obras de terraplenagem;Catanduva;    18
Obras de terraplenagem;Cruzeiro;     3
Obras de terraplenagem;Dracena;     7
Obras de terraplenagem;Fernandópolis;     5
Obras de terraplenagem;Franca;    -9
Obras de terraplenagem;Guaratinguetá;   -35
Obras de terraplenagem;Itapetininga;   -21
Obras de terraplenagem;Itapeva;    -7
Obras de terraplenagem;Jales;     2
Obras de terraplenagem;Jaú;    18
Obras de terraplenagem;Jundiaí;    90
Obras de terraplenagem;Limeira;    15
Obras de terraplenagem;Lins;     1
Obras de terraplenagem;Marília;   -15
Obras de terraplenagem;Ourinhos;     5
Obras de terraplenagem;Piracicaba;   -17
Obras de terraplenagem;Presidente Prudente;   -28
Obras de terraplenagem;Registro;     3
Obras de terraplenagem;Ribeirão Preto;     8
Obras de terraplenagem;Rio Claro;    -2
Obras de terraplenagem;Santos;    12
Obras de terraplenagem;São Carlos;   -12
Obras de terraplenagem;São João da Boa Vista;    -9
Obras de terraplenagem;São Joaquim da Barra;    31
Obras de terraplenagem;São José do Rio Preto;   -15
Obras de terraplenagem;São José dos Campos;    19
Obras de terraplenagem;São Paulo;   163
Obras de terraplenagem;Sorocaba;   -90
Obras de terraplenagem;Taubaté;   -15
Obras de terraplenagem;Tupã;     5
Obras de terraplenagem;Votuporanga;     7
Obras de urbanização - ruas, praças e calçadas;Adamantina;     4
Obras de urbanização - ruas, praças e calçadas;Andradina;   -57
Obras de urbanização - ruas, praças e calçadas;Araçatuba;    -3
Obras de urbanização - ruas, praças e calçadas;Araraquara;     8
Obras de urbanização - ruas, praças e calçadas;Barretos;     6
Obras de urbanização - ruas, praças e calçadas;Bauru;    -1
Obras de urbanização - ruas, praças e calçadas;Botucatu;    -4
Obras de urbanização - ruas, praças e calçadas;Bragança Paulista;     1
Obras de urbanização - ruas, praças e calçadas;Campinas;   -20
Obras de urbanização - ruas, praças e calçadas;Caraguatatuba;     4
Obras de urbanização - ruas, praças e calçadas;Catanduva;    -1
Obras de urbanização - ruas, praças e calçadas;Cruzeiro;    -5
Obras de urbanização - ruas, praças e calçadas;Dracena;    -4
Obras de urbanização - ruas, praças e calçadas;Fernandópolis;     1
Obras de urbanização - ruas, praças e calçadas;Franca;    10
Obras de urbanização - ruas, praças e calçadas;Itapeva;    -6
Obras de urbanização - ruas, praças e calçadas;Jales;    -6
Obras de urbanização - ruas, praças e calçadas;Jaú;     0
Obras de urbanização - ruas, praças e calçadas;Jundiaí;     1
Obras de urbanização - ruas, praças e calçadas;Limeira;   -31
Obras de urbanização - ruas, praças e calçadas;Lins;    -1
Obras de urbanização - ruas, praças e calçadas;Ourinhos;    -3
Obras de urbanização - ruas, praças e calçadas;Piracicaba;    -9
Obras de urbanização - ruas, praças e calçadas;Presidente Prudente;    -4
Obras de urbanização - ruas, praças e calçadas;Registro;     2
Obras de urbanização - ruas, praças e calçadas;Ribeirão Preto;    27
Obras de urbanização - ruas, praças e calçadas;Santos;    23
Obras de urbanização - ruas, praças e calçadas;São Carlos;   -10
Obras de urbanização - ruas, praças e calçadas;São João da Boa Vista;     0
Obras de urbanização - ruas, praças e calçadas;São Joaquim da Barra;     5
Obras de urbanização - ruas, praças e calçadas;São José do Rio Preto;   -12
Obras de urbanização - ruas, praças e calçadas;São José dos Campos;   -16
Obras de urbanização - ruas, praças e calçadas;São Paulo;   203
Obras de urbanização - ruas, praças e calçadas;Sorocaba;    24
Obras de urbanização - ruas, praças e calçadas;Votuporanga;    -1
Obras para geração e distribuição de energia elétrica e para telecomunicações;Adamantina;    -1
Obras para geração e distribuição de energia elétrica e para telecomunicações;Andradina;     4
Obras para geração e distribuição de energia elétrica e para telecomunicações;Araçatuba;   -11
Obras para geração e distribuição de energia elétrica e para telecomunicações;Araraquara;   183
Obras para geração e distribuição de energia elétrica e para telecomunicações;Avaré;     0
Obras para geração e distribuição de energia elétrica e para telecomunicações;Barretos;    -3
Obras para geração e distribuição de energia elétrica e para telecomunicações;Bauru;   497
Obras para geração e distribuição de energia elétrica e para telecomunicações;Botucatu;    24
Obras para geração e distribuição de energia elétrica e para telecomunicações;Bragança Paulista;   -21
Obras para geração e distribuição de energia elétrica e para telecomunicações;Campinas;  -327
Obras para geração e distribuição de energia elétrica e para telecomunicações;Caraguatatuba;    -5
Obras para geração e distribuição de energia elétrica e para telecomunicações;Dracena;  -121
Obras para geração e distribuição de energia elétrica e para telecomunicações;Fernandópolis;   -16
Obras para geração e distribuição de energia elétrica e para telecomunicações;Franca;     4
Obras para geração e distribuição de energia elétrica e para telecomunicações;Guaratinguetá;    -2
Obras para geração e distribuição de energia elétrica e para telecomunicações;Itapetininga;     5
Obras para geração e distribuição de energia elétrica e para telecomunicações;Itapeva;    -4
Obras para geração e distribuição de energia elétrica e para telecomunicações;Jaú;    25
Obras para geração e distribuição de energia elétrica e para telecomunicações;Jundiaí;    17
Obras para geração e distribuição de energia elétrica e para telecomunicações;Limeira;    -6
Obras para geração e distribuição de energia elétrica e para telecomunicações;Marília;     4
Obras para geração e distribuição de energia elétrica e para telecomunicações;Ourinhos;    32
Obras para geração e distribuição de energia elétrica e para telecomunicações;Piracicaba;    -2
Obras para geração e distribuição de energia elétrica e para telecomunicações;Presidente Prudente;    -2
Obras para geração e distribuição de energia elétrica e para telecomunicações;Ribeirão Preto;   -31
Obras para geração e distribuição de energia elétrica e para telecomunicações;Santos;   -11
Obras para geração e distribuição de energia elétrica e para telecomunicações;São Carlos;    -4
Obras para geração e distribuição de energia elétrica e para telecomunicações;São João da Boa Vista;    39
Obras para geração e distribuição de energia elétrica e para telecomunicações;São José do Rio Preto;    33
Obras para geração e distribuição de energia elétrica e para telecomunicações;São José dos Campos;    -9
Obras para geração e distribuição de energia elétrica e para telecomunicações;São Paulo;     5
Obras para geração e distribuição de energia elétrica e para telecomunicações;Sorocaba;     9
Obras para geração e distribuição de energia elétrica e para telecomunicações;Taubaté;   335
Obras portuárias, marítimas e fluviais;Araçatuba;    -3
Obras portuárias, marítimas e fluviais;Barretos;    -1
Obras portuárias, marítimas e fluviais;Bragança Paulista;     1
Obras portuárias, marítimas e fluviais;Campinas;     0
Obras portuárias, marítimas e fluviais;Itapetininga;     0
Obras portuárias, marítimas e fluviais;Jundiaí;     1
Obras portuárias, marítimas e fluviais;Limeira;     3
Obras portuárias, marítimas e fluviais;Lins;    -6
Obras portuárias, marítimas e fluviais;Ribeirão Preto;     9
Obras portuárias, marítimas e fluviais;Santos;     8
Obras portuárias, marítimas e fluviais;São Paulo;   108
Obras portuárias, marítimas e fluviais;Sorocaba;     1
Operadoras de televisão por assinatura por cabo;Adamantina;     5
Operadoras de televisão por assinatura por cabo;Araçatuba;    -2
Operadoras de televisão por assinatura por cabo;Araraquara;    -3
Operadoras de televisão por assinatura por cabo;Avaré;    -1
Operadoras de televisão por assinatura por cabo;Bauru;    -4
Operadoras de televisão por assinatura por cabo;Botucatu;    -1
Operadoras de televisão por assinatura por cabo;Bragança Paulista;    -4
Operadoras de televisão por assinatura por cabo;Campinas;    38
Operadoras de televisão por assinatura por cabo;Caraguatatuba;    -3
Operadoras de televisão por assinatura por cabo;Catanduva;    -2
Operadoras de televisão por assinatura por cabo;Franca;    -2
Operadoras de televisão por assinatura por cabo;Guaratinguetá;    -1
Operadoras de televisão por assinatura por cabo;Itapetininga;   -15
Operadoras de televisão por assinatura por cabo;Itapeva;     2
Operadoras de televisão por assinatura por cabo;Jaú;     1
Operadoras de televisão por assinatura por cabo;Jundiaí;   -12
Operadoras de televisão por assinatura por cabo;Limeira;    -3
Operadoras de televisão por assinatura por cabo;Marília;    -1
Operadoras de televisão por assinatura por cabo;Piracicaba;    -5
Operadoras de televisão por assinatura por cabo;Presidente Prudente;     0
Operadoras de televisão por assinatura por cabo;Registro;     6
Operadoras de televisão por assinatura por cabo;Ribeirão Preto;    -6
Operadoras de televisão por assinatura por cabo;Rio Claro;    -1
Operadoras de televisão por assinatura por cabo;Santos;    -4
Operadoras de televisão por assinatura por cabo;São Carlos;   -11
Operadoras de televisão por assinatura por cabo;São João da Boa Vista;     1
Operadoras de televisão por assinatura por cabo;São José do Rio Preto;   -17
Operadoras de televisão por assinatura por cabo;São José dos Campos;    -4
Operadoras de televisão por assinatura por cabo;São Paulo;  -127
Operadoras de televisão por assinatura por cabo;Sorocaba;    -6
Operadoras de televisão por assinatura por cabo;Taubaté;    -3
Operadoras de televisão por assinatura por satélite;São Paulo;     3
Operadores turísticos;Araçatuba;    -3
Operadores turísticos;Araraquara;    -1
Operadores turísticos;Barretos;    -3
Operadores turísticos;Bauru;    -6
Operadores turísticos;Botucatu;     1
Operadores turísticos;Bragança Paulista;    -2
Operadores turísticos;Campinas;    -9
Operadores turísticos;Caraguatatuba;    -1
Operadores turísticos;Franca;     0
Operadores turísticos;Itapeva;    -1
Operadores turísticos;Jundiaí;    -6
Operadores turísticos;Marília;    -2
Operadores turísticos;Piracicaba;     3
Operadores turísticos;Presidente Prudente;     0
