cnae_classe;regiao_governo;saldo
Comércio atacadista de madeira e produtos derivados;Botucatu;   -23
Comércio atacadista de madeira e produtos derivados;Campinas;   -32
Comércio atacadista de madeira e produtos derivados;Caraguatatuba;    -3
Comércio atacadista de madeira e produtos derivados;Catanduva;    -1
Comércio atacadista de madeira e produtos derivados;Franca;     2
Comércio atacadista de madeira e produtos derivados;Guaratinguetá;     0
Comércio atacadista de madeira e produtos derivados;Itapetininga;     0
Comércio atacadista de madeira e produtos derivados;Itapeva;   -59
Comércio atacadista de madeira e produtos derivados;Jaú;    -4
Comércio atacadista de madeira e produtos derivados;Jundiaí;   -11
Comércio atacadista de madeira e produtos derivados;Limeira;    -1
Comércio atacadista de madeira e produtos derivados;Marília;    -3
Comércio atacadista de madeira e produtos derivados;Piracicaba;    -1
Comércio atacadista de madeira e produtos derivados;Presidente Prudente;    -2
Comércio atacadista de madeira e produtos derivados;Registro;     0
Comércio atacadista de madeira e produtos derivados;Ribeirão Preto;     3
Comércio atacadista de madeira e produtos derivados;Rio Claro;   -16
Comércio atacadista de madeira e produtos derivados;Santos;   -14
Comércio atacadista de madeira e produtos derivados;São João da Boa Vista;    -1
Comércio atacadista de madeira e produtos derivados;São José do Rio Preto;    -6
